0,1,2,3,4,5,6,7,8
0.882800243,0.460935634,0.999234442,1.682939585,2.900992162,1.897975546,-0.136654779,0.959534389,0.516566245
-0.063448901,1.12117396,-0.754952236,0.359956341,1.263706773,0.011458422,-0.029062197,0.168252604,0.583445175
-0.321883177,-0.461577727,-0.551849984,0.401031674,1.349539003,0.543475851,0.163443631,-0.171178334,-0.52806474
0.400208459,0.450881703,0.38101672,0.176116919,1.018658953,0.278584966,-0.491957928,-0.200962146,-0.407384901
-0.606894064,0.202562502,-0.486589952,-0.285396347,0.94081777,0.281927032,0.166717227,0.328097181,-0.67540529
-0.000522616,0.957671965,0.636202448,0.952965991,4.648043772,1.396375689,-0.130120616,1.352849702,0.222245281
-0.452724951,-0.235911781,-0.512868421,-0.406288643,0.247076373,-0.124222764,-0.705881751,-0.284038776,-0.217851707
-0.857749464,-0.762852845,-0.787126361,-0.086204988,0.122995022,-0.161459879,-0.389250324,-0.431446925,-0.518751846
-0.594597941,-0.577335125,-0.195391349,-0.05524137,1.274923608,0.795760923,-0.743735247,-0.233440606,0.240832048
0.038112307,0.070767519,-0.564872426,0.266293715,0.516798236,-0.044894348,0.466457081,0.384306546,-0.247786054
0.249105738,0.316865947,1.154516893,3.255614844,8.223682279,2.92907388,1.975756407,1.494554722,0.388241147
2.17306724,2.749639859,1.733909858,-0.065761697,5.321265842,3.352760393,-0.731286793,2.644031745,2.10285001
0.288651814,1.174834743,0.1397266,-0.095383594,1.484961423,-0.012128627,-0.351955676,0.915569083,0.1670867
-0.453060668,-0.048555158,-0.453263814,0.253358425,0.501759164,-0.43451341,-0.438669658,-0.608357608,-0.686747113
0.24707418,0.621642609,0.983052284,0.359192207,2.692799445,0.483356153,2.402160886,1.954144239,0.030644548
-0.260159592,0.286923092,0.527141916,0.532756054,2.690159237,2.515090749,0.444150607,0.698566403,-0.006591333
0.212278747,-0.595417314,-0.364263491,-0.186789469,0.558320578,0.5090896,-0.611314577,-0.015551466,-0.462599399
1.813520508,0.767140284,2.711150454,3.694653994,5.099081863,2.197737029,0.688031815,1.760728411,2.111701906
0.39607793,-0.059123782,0.347420375,0.351939561,1.078889675,0.322189045,-0.536840132,-0.1718288,-0.253558524
0.731552307,1.254778717,-0.357971521,0.796892398,2.674844658,0.909607685,0.344306312,1.283388799,0.457151401
-0.329330386,1.597822118,-0.005547653,-0.183693867,1.691778705,1.510283945,0.30276994,0.890335041,0.954995671
0.031974955,0.626278801,-0.21002493,-0.523977265,0.563581219,0.30174507,-0.470497884,-0.151608791,-0.073389767
1.895207103,0.612009687,-0.769186477,0.70246363,5.965748108,3.45521993,-0.038897114,4.418910641,1.766910779
-0.781375034,0.813199794,0.205659779,-0.464356912,0.773367668,-0.679662526,0.481341798,0.644508942,-0.679608499
0.149654014,0.68581859,1.419760727,0.808756563,2.265214741,1.218350258,1.683026249,1.455916113,0.38218316
0.755960142,0.317057579,-0.383998743,1.203568687,2.877242797,1.062005687,-0.280859987,0.670197533,0.989147503
0.179005396,-0.36545512,-0.237421262,0.632517461,0.807636802,0.746748497,-0.679811458,-0.236744493,0.190008607
0.618445306,1.325168379,-0.275368852,1.962284041,3.120947311,0.992066031,0.402200059,1.369025087,0.373481982
0.177640902,0.340205138,0.368155695,0.611315073,1.357668382,0.211227299,-0.045176977,0.161641329,-0.093766561
0.008163146,0.902879317,0.578517027,1.693775838,1.990370541,1.210036671,1.380069142,0.259322245,-0.102836581
-0.366844987,0.990946347,-0.568405055,0.950294915,0.983732273,0.267314572,-0.041220694,0.141215032,-0.291357469
0.405533477,0.211407289,-0.773941469,-0.223829222,0.854022654,0.415308851,-0.827663331,-0.267922154,0.57579031
0.33158263,1.11123898,2.276321941,0.024415983,2.950079057,1.875581842,1.041541016,1.1300273,0.018195237
-0.396029236,-0.272904904,-0.167009799,0.087278485,2.209371356,1.375852357,0.18907238,0.537734079,-0.268359228
0.389491414,0.489542605,1.320222129,0.722022937,4.244577849,2.719377619,0.130953635,2.693784795,1.37428389
-0.245396867,0.970679166,1.173683493,-0.162689153,3.761440084,1.7871386,0.179754598,0.646357457,-0.582838475
0.818310421,1.800175133,-0.156794637,1.655118784,1.723234838,0.715789512,0.957535112,0.26696224,-0.381272222
-0.534308969,0.833567705,-0.310876691,0.96249113,1.654782683,-0.48563187,0.010335773,-0.219456863,-0.829915874
0.55969838,0.704438894,-0.430239728,0.442390233,2.093628987,1.828972585,-0.701746142,-0.219061584,0.775841561
-0.01891256,0.240337941,0.624173792,0.438244137,1.550424286,0.679724832,0.060318604,0.919243787,0.60362963
0.141383948,0.291010737,0.078307434,0.659788431,1.332795637,0.618597748,-0.423894299,0.570823041,0.534313375
-0.675413858,0.793892716,0.893777903,-0.502738012,3.370862583,1.722895011,-0.640507719,0.327265451,0.905234945
-0.383698208,0.017182035,-0.053771454,0.141647726,2.116973495,1.082024529,0.766749467,1.387773001,0.43634617
1.074201687,1.354433596,0.330150496,1.142000478,1.56421098,0.419343081,0.711758356,0.497215644,0.05349397
0.500534413,1.955247605,2.10170028,0.637293314,3.13437769,2.392254853,0.773082273,0.822609317,1.080408194
-0.37370403,-0.164501282,-0.04417001,-0.010575857,0.347694424,-0.177682025,-0.506859434,-0.06517877,-0.746683014
-0.459829817,1.995603413,0.935161103,0.69328196,2.973386726,0.70243934,1.833969457,-0.094986896,-0.595561791
-0.392549257,1.077731059,1.034095638,0.684909649,2.779739809,1.32353379,0.081209299,-0.172165327,-0.302953587
0.419650132,0.10389498,-0.430769157,3.108487886,3.799436685,0.965967998,-0.033187773,0.786260678,1.619363671
0.552260657,0.019657857,-0.066205519,1.026574609,1.701662969,1.939584307,-0.198118007,-0.33446315,-0.07149915
-0.295171546,0.28931841,0.146415411,0.365372467,2.384701477,1.279333538,0.779891851,1.054676156,-0.061663606
0.284561718,0.609336896,-0.212142881,0.253683583,1.823834945,0.049080702,-0.341218363,-0.509921382,-0.775303801
-0.054772253,0.035806999,-0.405420774,-0.060099881,1.557781356,-0.709853488,-0.891908897,-0.231058314,-0.50722787
-0.16677249,0.494742457,0.792072607,-0.595852112,1.145633333,-0.29006883,-0.787433131,0.768820264,-0.506802138
-0.049735433,0.448269147,-0.188820382,-0.137884078,2.744604425,-0.042211084,0.244720293,1.843896063,-0.365216618
0.793038885,0.363234042,-0.400463724,0.612182856,1.480001607,-0.331640926,0.191367711,0.473023902,0.699246667
-0.647210729,1.641097893,1.593006691,0.36500814,1.921508266,2.01292636,-0.061540787,2.189663039,2.170049596
1.828736263,1.743702827,1.875563081,2.766957909,1.546060344,0.383080286,0.320256165,-0.02901551,0.159833569
1.635939781,2.320281844,0.338476018,1.504533555,1.51659224,2.611902545,-0.263269723,0.270846099,1.301148296
-0.148002468,1.194064561,0.045231904,0.991120456,0.938574323,-0.687499744,0.268308155,-0.275091983,-0.494513668
-0.109249952,0.348849499,0.447959319,0.51747781,0.845720053,0.647679321,1.24357897,0.115627156,-0.16099153
0.342212587,-0.550395602,-0.743161054,0.111330612,0.54615488,-0.028669568,-0.0523241,0.288479338,0.331500841
0.418449992,0.792657151,0.195385232,0.256799668,1.051920996,-0.08420769,-0.59107924,0.446432962,0.213151575
1.136801176,1.100690979,-0.573119477,-0.180295313,1.490418904,1.077719138,-0.665494153,-0.276207913,1.283689656
1.159201535,2.045738387,-0.082766938,1.636669335,2.24389619,1.756754796,1.156702922,0.299792653,0.686317203
0.901749515,0.545940355,0.520275663,1.291537004,7.481817862,3.206543474,1.257775022,3.781542254,3.50165672
1.37878288,0.042447112,0.416897019,1.319008549,2.113735816,1.820781074,0.608814996,3.022465042,0.11679108
-0.020249491,-0.086306073,-0.043905691,1.146203618,1.324062421,0.577398384,-0.168298077,0.298448034,-0.292097095
0.670085727,0.211512955,0.082518258,1.041841655,1.154510624,0.952185555,-0.580915162,0.406562371,0.80340101
1.439326004,0.311400281,-0.419002505,0.645410907,1.471297596,-0.224773519,-0.619825898,0.722102255,-0.001495626
-0.367843124,1.981047585,0.137297915,0.791338162,1.610407371,-0.036636614,0.651006742,-0.184994563,-0.444428847
1.047300357,2.576688391,3.382915229,0.400437261,9.652958764,6.834232012,-0.629264081,1.767197977,4.28978715
0.649090928,0.312535934,-0.068263942,0.649035435,0.645668709,-0.134653827,-0.16904079,-0.219660435,-0.410272273
0.797874036,1.430468436,-0.287951191,0.184637246,0.790507483,-0.337101161,0.666119366,1.042695827,0.419005733
0.505162018,0.258080656,0.102432731,-0.124144214,1.288063601,-0.462804491,-0.533492536,0.950748968,0.13752836
-0.284453633,0.999422094,0.75697155,0.128618321,1.965547823,0.48845283,0.952507592,1.052948018,-0.188008956
0.402802737,1.344670572,1.67883676,1.524337278,3.480783766,2.650099225,0.026880912,-0.126980829,-0.340052728
-0.368087991,0.382089084,-0.391208199,0.223480992,1.627306227,-0.130555126,0.486253986,0.745121311,-0.502977266
1.203034703,0.423040174,0.257328427,0.708872797,3.912961602,1.823982173,-0.235045745,0.667470969,0.647684949
-0.436764088,0.416858023,0.024748369,-0.515710348,0.84875666,-0.180145847,-0.362749395,-0.130390758,-0.402491493
1.596324186,-0.32770114,0.483110995,2.013472104,2.147439374,1.537480026,0.499126072,-0.115043503,0.911964656
-0.168842704,0.434739746,0.344036953,0.287223776,0.895799276,-0.140708451,-0.06694296,0.311165468,-0.461698016
-0.239716255,-0.2667519,-0.420947707,0.642291355,1.240591183,-0.004457395,-0.26091091,-0.09412536,0.093235349
-0.580472469,0.095254011,1.545382163,-0.069288518,0.98238073,1.105300906,1.265191337,0.726741052,0.262146549
-0.71409502,0.98500629,-0.14712943,-0.464186727,0.838645159,-0.692375466,0.173069733,0.802891042,-0.599150212
-0.323143916,-0.193659728,-0.267997599,1.281758798,2.212822605,1.607170367,0.79113123,1.770019102,0.160467373
0.171141294,1.351731627,0.187229478,1.570971529,3.118754705,-0.014660516,-0.211100548,0.899683819,0.791883832
-0.703886033,-0.214628741,-0.124347937,-0.43351721,0.69374136,-0.245679394,-0.863888365,-0.187893806,-0.406208041
-0.39067713,-0.701135857,-0.781495034,0.206083167,0.277361797,-0.442271467,0.285569913,0.421169762,-0.623090002
-0.193350814,0.744262352,0.535781737,0.72882783,0.609319286,1.640682393,0.150389805,0.346903969,0.515211642
1.370893484,0.217954325,-0.567247891,-0.378837999,0.264316151,-0.002798253,-0.832891711,-0.005478624,-0.144013567
-0.210815538,-0.197904969,0.622671981,0.635063525,1.320404953,1.110360689,-0.269999757,-0.087452557,-0.323317174
-0.32093715,0.551543062,-0.617542724,-0.086733068,1.721792949,2.528127736,1.984029669,0.280357088,0.119282609
0.018002871,0.004385567,-0.521370311,1.752480714,1.810990608,-0.082311791,0.474922457,-0.024844198,-0.284815011
-0.580102261,-0.397774482,-0.447326076,-0.282737581,0.692828804,0.412526791,0.111592801,0.227167078,-0.274626899
-0.066838826,-0.094248494,-0.59975538,-0.058534061,0.808707875,0.181844075,-0.614230236,-0.442855311,-0.658130529
-0.27355734,-0.737451777,-0.827842796,0.558529823,0.254669253,0.015688675,-0.510560556,-0.119480939,-0.295824382
0.983855035,0.977201001,0.785046768,1.484915469,3.356669789,3.512065875,3.262148406,3.207772605,0.24930694
0.987050647,-0.09490143,0.350316555,1.152659122,1.104110653,0.564680227,0.337269419,0.531988723,0.182614285
-0.550545646,0.58665547,-0.743264825,0.247652095,0.679925518,0.049228346,-0.124347937,-0.476608498,-0.396015845
1.579649088,1.343318719,1.035760735,2.267663657,1.731356339,0.737512996,1.105098257,0.773043414,1.434904359
0.406361137,0.982813518,0.064240947,2.616035233,3.452134703,2.224746246,-0.027511933,0.186057039,0.035545794
-0.318786454,1.116558047,-0.008510478,0.502353034,0.665057848,0.650943925,0.574526704,0.101827492,-0.134942848
1.265109699,-0.150514358,1.256147078,0.358962858,0.233390002,1.639264061,1.694933372,0.97872386,0.154862356
-0.16342332,0.481891907,-0.488463723,0.287688778,2.958607977,-0.214115117,-0.434293461,0.134418508,-0.531974239
-0.135947263,-0.327217298,-0.690946285,-0.0961916,0.693317684,0.454509477,-0.004610079,0.049428722,0.208788741
-0.757966069,1.354374148,2.311302074,0.066600869,3.326100688,2.500653932,0.761104022,0.673556987,1.127100305
-0.375177562,0.444175845,0.496157035,-0.380374967,1.103653027,0.823799321,0.621901185,0.203894355,-0.59281808
-0.618214941,0.144836897,-0.484640004,0.111678671,0.711029187,-0.485314638,0.045219458,-0.097743204,-0.589765241
0.140726361,1.124784983,1.08990022,0.319119228,2.847105391,2.393579908,0.155263266,1.119495787,0.659495523
-0.035416176,2.664718797,0.132248336,0.466380583,7.516958374,0.912426474,1.249597337,4.577188207,-0.08736503
-0.588659465,0.07304915,0.812662833,-0.316592206,0.441595976,0.639400808,0.636362013,0.06519855,-0.076331707
-0.161614654,0.574688556,0.110464498,-0.140304545,0.814088365,0.979158834,-0.447420529,-0.52355146,0.440300994
-0.202402461,-0.198446343,-0.46027868,0.296750467,0.331077857,-0.26997211,-0.563822614,-0.385923809,-0.244710943
0.465365094,1.624641675,1.409921719,1.151762096,2.305650279,0.72252144,0.116201542,0.706246106,-0.45045478
0.121753317,1.500708649,0.169091543,0.642192566,1.803902069,-0.011872343,-0.386254324,-0.154944449,-0.23329228
0.648121699,0.145200097,-0.523615392,-0.377605562,0.467792932,0.062938037,-0.525513223,-0.680382786,-0.369034165
-0.56234423,0.447346486,-0.296658566,-0.219891216,0.934910786,-0.105131897,-0.430901751,-0.014192137,-0.235198987
2.395078551,0.696363491,-0.089129646,2.30209361,2.439792461,1.186293427,0.525679731,2.06645008,2.061613263
-0.272302686,-0.345551588,-0.117386095,-0.08005667,0.788866041,-0.069289535,-0.545194781,0.045910448,-0.604637704
-0.079653178,2.52847684,-0.092850852,0.106992144,3.076725361,0.922570872,-0.334200701,0.333238583,0.185779859
-0.267303154,0.38950151,0.702606527,0.317393206,2.77870579,1.565258029,-0.554857345,0.171226962,0.389202935
-0.483388912,0.444895416,-0.496345337,0.713994252,1.415871864,-0.174181646,0.727775795,1.275654821,0.672462901
1.036507278,0.271464132,-0.151698399,0.744152551,1.448114318,1.217976024,0.320202625,0.096869058,0.783954203
0.253237964,0.544552641,-0.494805605,-0.158788931,0.485166436,0.134933694,-0.403867245,0.197016625,-0.160559601
0.204134084,-0.198632542,-0.700280329,0.663849791,0.869676446,-0.643667181,-0.721102931,-0.318503835,-0.272302686
0.980209486,1.69103592,1.878139382,2.026551627,2.809255847,1.824836649,1.527454014,2.302120667,0.445789264
-0.360511867,1.223838179,-0.081569281,0.947444033,1.608073861,1.098058789,-0.012502754,-0.264696823,-0.241166252
1.182086102,2.000866627,1.896316762,0.193589044,1.15913804,1.745237899,1.472714169,2.436447615,2.99600119
-0.158095238,0.844653579,0.83620417,1.69639421,2.131745376,2.284369136,2.005861975,0.420219933,0.028260201
-0.562333519,0.341642354,-0.241366617,-0.28793568,0.483274495,-0.574737834,-0.37169604,-0.302146459,-0.389844035
0.868788551,0.024110047,-0.624299657,2.162888889,3.125151301,1.602034653,-0.39501866,-0.428023407,0.388486228
-0.092106292,0.179802657,-0.519787917,0.153499308,0.476093381,0.536333207,0.734189445,0.182153624,-0.416666359
-0.188574866,0.752666811,-0.105977774,1.108801988,0.885496557,-0.379544949,-0.307813499,-0.261757502,-0.229028074
3.940688925,2.237169177,1.33066522,0.270564678,6.163130843,2.462115718,0.635947,5.345663133,0.117452608
-0.546944198,-0.090908631,-0.35233203,0.899134745,1.000508313,0.039408871,0.512309491,0.205190439,0.423970149
0.576032544,0.151127115,0.467619038,1.604637352,0.735181058,-0.334629142,0.826992963,2.405721091,0.571231184
2.077044417,3.978406949,1.53228664,3.03648454,6.102100071,1.566900521,1.59662991,1.933066126,0.979695705
0.030972516,-0.102406672,-0.474229362,1.127705885,4.068189239,-0.03166143,-0.283165962,0.067670021,-0.281456754
0.318324203,0.972563164,0.99590939,2.099520558,4.433873199,4.316576086,-0.55258385,-0.481427383,0.010473675
0.402099404,0.417281162,0.117824049,0.836600484,3.273773649,1.653929902,0.528225573,0.39306233,-0.083709819
0.729268071,1.963968982,-0.445764794,0.790836321,2.577786937,-0.298803727,1.384762912,1.426689771,0.597016185
0.349749066,0.508689157,-0.501302183,0.055302523,0.361033067,-0.431090077,-0.300191556,-0.110013502,-0.495384773
-0.048807429,0.305783801,-0.028155379,0.704737194,1.903094178,0.592444287,0.809544748,0.676138196,-0.518241918
0.638947507,-0.399634227,-0.89500475,0.863765349,1.605927752,0.081991504,-0.306436173,0.270393776,0.996838426
0.078601354,0.654047613,-0.308193108,0.037275855,0.683996608,-0.071020862,-0.227280465,0.177187926,-0.018990295
0.026314655,0.581821825,-0.178002021,0.392439606,1.016765168,0.02459709,0.11470317,-0.330320787,-0.23523597
1.321788584,0.271687217,0.428103876,1.098221123,4.128770562,0.969375489,-0.578452416,1.666231672,1.374773501
0.118066146,0.193303773,0.30398374,0.957955745,0.520592375,1.540042965,0.459589795,-0.436712112,-0.76759977
1.770109009,1.929053145,0.742547498,1.007254847,4.632897762,1.284420758,1.154753129,1.543702521,0.772826426
-0.028041503,0.614226408,0.270984712,-0.45599454,0.621144613,1.393924257,-0.389015209,-0.011669629,-0.086743361
0.444200365,0.900231953,-0.028041503,0.516665778,0.656768929,-0.45599454,0.114008315,-0.156644111,-0.389015209
2.136322339,0.74692788,-0.201866854,4.781111761,5.781133636,1.480642457,1.394199622,3.671132039,1.527435389
0.912377357,0.060591235,-0.700458809,2.443021928,2.266014151,-0.143056499,0.590715346,1.229350173,1.012577478
-0.263534238,1.684482021,0.57986777,1.217553542,2.376454499,0.991252418,0.811654277,1.54009322,-0.59222385
-0.028351079,0.112355691,-0.394817536,-0.495612035,1.247505116,-0.217039852,-0.80903985,0.661238521,0.228755304
-0.374255109,0.709696958,-0.455130444,-0.329688599,1.63184622,0.703186659,-0.096208552,-0.170558664,-0.536600091
0.823485485,-0.319220279,-0.185467055,1.546944715,2.822126574,2.2802694,0.280604996,0.408991251,0.969512846
-0.714539431,-0.144086349,-0.561778967,-0.724016728,0.49325575,-0.412550053,-0.708622529,-0.093551991,-0.728659621
0.725561879,1.99144004,0.217711847,-0.077311413,2.25528534,0.464530085,-0.610200798,0.747502743,-0.025248556
-0.664833917,-0.533142648,-0.571674308,0.562701028,0.688739991,-0.349746467,-0.608022162,-0.009081901,-0.40714288
1.711862569,0.105934826,0.267127304,1.246256897,0.710361504,1.136155005,1.035284723,1.624099469,0.110599317
1.571359926,0.223813288,-0.336095454,0.087199004,0.948306538,0.257693772,0.474818801,0.604998632,0.964245028
-0.501605466,0.969706229,-0.193155715,0.168033627,1.623094711,-0.122089443,-0.513499978,-0.222767706,0.503808841
-0.475370357,-0.191838039,-0.392154142,0.043144833,2.170308269,1.961481377,0.44957394,1.3711941,0.240110329
0.216455314,0.03116286,0.233477048,0.718256583,0.94758768,1.725968092,0.745282803,0.062557391,-0.003306468
-0.417968432,0.611248883,-0.384977134,-0.175563948,1.944913357,0.622616921,-0.479121027,0.068237015,-0.077873697
-0.227276905,-0.072250575,-0.057823793,1.145484598,0.888054859,0.749614067,0.354876418,1.001833978,-0.074916886
1.719018157,0.132379178,0.290102587,1.587265829,2.228126079,2.670547398,-0.025454015,0.425459339,0.576484913
0.764680645,0.015034418,-0.723547665,2.758359796,1.962557756,-0.56434842,0.328324725,0.796136192,0.85408217
1.547075227,2.804897965,1.260428129,0.856221379,3.514210199,2.952593016,0.326396133,1.017113075,0.225822734
-0.088657823,0.647606036,2.14078775,2.023801387,5.278615657,2.06066995,3.445227781,4.817811768,0.556381466
-0.6726066,-0.523699154,-0.647826293,0.10758861,0.857346116,0.107678082,-0.39648152,0.476841044,0.914599463
1.130162199,3.639253966,0.030702565,2.266477314,2.796753711,-0.102002862,0.540724673,1.534023438,1.120660632
1.490276524,1.454657812,0.938199386,1.521678577,1.027355422,0.510714541,0.456155998,0.664774438,0.472553745
0.663011431,0.240719353,0.437769201,0.929536209,0.941415941,1.182029221,0.051806015,-0.012865208,-0.636797098
0.680242545,0.2500294,-0.510308264,0.922475903,0.868359505,0.103030769,-0.471112092,-0.018921646,-0.404007717
-0.453537086,0.312053249,0.411612976,0.350608765,1.369971153,1.069391792,-0.021922272,0.735243271,0.606511512
0.759094496,0.441176203,-0.547008882,0.407666044,0.879804825,-0.172294449,-0.14484203,0.262069232,-0.448145852
-0.061241462,1.484082988,0.234384941,0.164427548,2.050459893,0.170807911,0.215216532,1.513676968,-0.025440599
0.635246946,1.333424359,0.097686505,0.365377452,1.765208514,0.24132936,-0.083379149,1.323766506,0.177492668
0.473177233,0.46880258,-0.493699027,-0.136560274,1.717313354,2.131106521,1.153672513,0.546487274,1.199643455
-0.494347541,0.199708052,-0.31837129,0.186372716,0.511714936,-0.264874921,0.035957418,0.539110782,-0.048697381
-0.635849214,0.215942511,-0.28386297,-0.513834957,2.533369924,0.076911018,-0.393919216,0.912883137,-0.419178737
0.949130119,1.884815265,1.496029904,0.818063549,2.620182125,0.784380403,0.937587016,2.669265973,1.273129712
0.060462114,0.481556548,0.016206739,0.537523454,0.557870957,-0.28937081,-0.492564611,0.678628084,0.352598136
-0.115600778,0.386111722,0.088047962,0.230497419,0.88049616,0.428476634,0.217607718,0.301129654,0.186763428
-0.569230103,0.117332522,0.420900809,0.015351496,1.646069583,-0.145092927,0.242822134,0.829162733,-0.614872851
0.972015434,3.026029955,2.128599177,1.81260496,3.393208972,1.351097771,1.990233429,3.197993585,-0.37750969
0.84182408,1.398840644,0.480761522,1.950524438,3.751407994,2.333189565,-0.29293794,0.273487609,0.084341344
0.121972609,0.369128452,-0.110559383,0.041578027,1.299447657,0.3719595,-0.719215209,-0.498701771,0.693108003
0.799104857,0.796562177,-0.418443297,-0.375279899,-0.120684055,0.130965913,0.577742294,0.754632364,0.410806097
1.141330986,3.421885564,2.460267023,2.255774571,2.983095578,1.726386573,1.503271546,1.548082228,0.281289169
-0.613788728,-0.155149046,0.327643104,1.22082473,1.25788508,0.767593611,0.593778799,1.529659069,2.483727676
1.99396134,1.82984383,2.330735901,0.358515574,1.490810301,1.810961394,0.211034841,1.251673109,0.706495959
4.067804156,6.650776848,4.703182105,4.606701743,6.687154694,4.934992513,2.790615623,2.660261886,1.931189223
-0.00454696,0.791479208,1.534689091,0.097128886,1.654670981,0.465405602,-0.455959593,-0.201898775,-0.055908084
1.268931609,1.86128095,0.197281933,-0.131486036,1.340155572,1.77260549,-0.687604423,1.339013194,0.962805461
0.794927009,1.580735855,1.977639917,1.568885755,3.660125527,0.20007522,-0.204493067,0.321262473,-0.371001826
0.180990818,-0.542347581,-0.606687164,0.196416352,0.859875154,0.558992184,-0.261615018,0.381497991,0.211132293
1.105057131,0.544113813,-0.376536147,2.882171937,2.909737629,2.050102968,0.478883527,0.377901396,0.211452682
1.052546909,1.831258866,0.318622827,2.490444315,1.19831211,0.38785224,2.716393771,1.137732324,0.146343058
2.008846699,0.454929164,1.073506163,1.623119132,1.929791175,0.666210018,0.092316095,0.561527046,0.22549267
-0.111548103,0.702436417,-0.523086111,-0.056546162,1.454421342,-0.136245679,-0.416327037,0.142621294,1.076398438
2.91088685,2.969330733,-0.341200451,-0.007870898,2.44769079,3.048282921,0.582041622,0.989916722,1.492282411
-0.826858149,0.956945273,1.124239679,-0.433292381,3.101501451,2.129721744,0.029057088,0.567306868,0.496438845
-0.535730734,0.612505249,0.639318325,1.049563327,2.019880315,-0.254296395,0.884572417,0.220336405,-0.461861778
-0.679484194,-0.026966032,-0.054272253,-0.296311655,0.171593494,-0.243754452,-0.493744937,-0.290860071,-0.787193671
0.416094383,-0.364357898,-0.759735463,0.091669997,1.313256601,-0.055039128,-0.289579527,0.596528959,0.33537201
0.00990604,-0.09943805,-0.2852776,0.080497554,0.561838277,0.222328533,-0.015489792,-0.1189757,-0.244049216
0.894942904,-0.224672984,0.100877463,3.731709976,2.297747267,1.376899878,-0.109014047,1.897725009,1.966287728
0.763289986,1.323178463,1.057510469,1.098255074,0.870748108,1.051592022,-0.143851757,-0.608023436,-0.182586729
0.238781993,0.022710698,-0.42972232,-0.664523687,-0.055484974,0.529195504,-0.277787714,0.050887782,0.50387904
0.273704924,1.320777594,0.305777715,1.510719085,1.860546374,-0.165101162,-0.115045268,0.670264684,0.966957215
-0.755287918,-0.140833324,0.661588009,0.146371708,1.405430649,0.514182293,-0.595400234,-0.527799274,0.180991516
-0.24602363,0.657427771,-0.214020309,0.121616205,0.420422157,-0.199448737,0.423129733,-0.239790195,-0.599043352
0.409351496,0.562020079,-0.246604208,0.960972996,1.586291394,0.539916644,-0.245261252,-0.212762016,0.478418281
0.257605799,0.073311191,-0.459560936,0.308518136,2.726285607,1.205351489,0.083839813,0.158938803,-0.20805263
-0.43832501,-0.187211492,-0.757865427,0.150927277,0.218847835,-0.362860784,-0.527852652,-0.199991839,0.037985449
-0.494805787,0.273535233,-0.097808702,-0.412199648,0.151437347,-0.072464879,-0.475799063,-0.395818859,-0.316481787
0.470791053,0.32089546,-0.217740984,0.385506589,1.161428032,0.28562614,-0.277627647,-0.091776504,1.608014285
-0.664555981,-0.306926751,0.630903269,-0.392648724,1.109229942,0.482533716,-0.063941357,0.748982795,-0.373074989
-0.221956174,0.78361993,0.373029478,1.029111093,1.926558416,0.156724083,1.129425883,1.116938997,-0.452402261
